pid,property,invest_target,kind,inferred_status,book_value_mn,lon,lat,geo_method
"고양삼송 | 경기도 고양시 덕양구 신원동 14-1, 14-2, 15",고양삼송,주택(단독주택),개발사업,특이공시 있음(계속 공시 가능),,126.871937093935,37.6785691354603,poi
고양시 오금동 | 경기도 고양시 덕양구 오금3로 22 (오금동),고양시 오금동,기타,권리(사용권 등)에 관련된 부동산,특이공시 있음(계속 공시 가능),,126.900525235723,37.6593073629589,addr
"고양지축 | 경기도 고양시 덕양구 지정로 110 (지축동, 고양 지축 위스테이)",고양지축,기타,권리(사용권 등)에 관련된 부동산,최근 투자보고서 있음(계속 운용 추정),,126.921882010423,37.6542939782542,addr
고양향동S-1 | 경기도 고양시 덕양구 향기로 185,고양향동S-1,주택,일반,특이공시 있음(계속 공시 가능),,126.894583001155,37.6065087826321,addr
"고양향동S-1 | 경기도 고양시 덕양구 향기로 185 (향동동, 디엠씨해링턴플레이스엔에이치에프)",고양향동S-1,주택(공동주택),일반,특이공시 있음(계속 공시 가능),,126.894583001155,37.6065087826321,addr
고양향동S-2 | 경기도 고양시 덕양구 향기로 112,고양향동S-2,주택,일반,특이공시 있음(계속 공시 가능),,126.894880419751,37.6000543560304,addr
"고양향동S-2 | 경기도 고양시 덕양구 향기로 112 (향동동, 디엠씨하우스디엔에이치에프)",고양향동S-2,주택(공동주택),일반,특이공시 있음(계속 공시 가능),,126.894880419751,37.6000543560304,addr
고척아이파크대한 | 서울특별시 구로구 고척동 100-7,고척아이파크대한,복합형,일반,최근 투자보고서 있음(계속 운용 추정),,126.857739315995,37.4992104448107,poi
고척아이파크대한(MD) | 서울특별시 구로구 경인로43길 49,고척아이파크대한(MD),주택(공동주택),일반,최근 투자보고서 있음(계속 운용 추정),,126.857590075507,37.4991318775075,addr
"고척아이파크대한(MD) | 서울특별시 구로구 경인로43길 49 (고척동, 고척아이파크)",고척아이파크대한(MD),주택(공동주택),일반,최근 투자보고서 있음(계속 운용 추정),,126.857590075507,37.4991318775075,addr
"고척아이파크대한(MD) | 서울특별시 구로구 경인로43길 49(고척동, 고척아이파크)",고척아이파크대한(MD),주택(공동주택),일반,최근 투자보고서 있음(계속 운용 추정),,126.857590075507,37.4991318775075,addr
고척아이파크대한(RD) | 서울특별시 구로구 중앙로5길 59,고척아이파크대한(RD),복합시설,일반,최근 투자보고서 있음(계속 운용 추정),,126.859404270704,37.5014057554418,addr
"고척아이파크대한(RD) | 서울특별시 구로구 중앙로5길 59 (고척동, 고척아이파크)",고척아이파크대한(RD),복합시설,일반,최근 투자보고서 있음(계속 운용 추정),,126.859404270704,37.5014057554418,addr
