var1,var2,n,pearson_r,pearson_p,spearman_r,spearman_p,same_block,block1,block2,q_fdr
corp_bond_BBB3y,base_rate_chg_12m,798,0.9726919889913007,0.0,0.961438716327778,0.0,True,rates,rates,0.0
cci_nonresi,cci_plant,798,0.9951744197985039,0.0,0.9753540199332674,0.0,True,cci,cci,0.0
corp_bond_AA3y,corp_bond_BBB3y,798,0.9983608206687522,0.0,0.9921996673701854,0.0,True,rates,rates,0.0
corp_bond_AA3y,ktb_3y,798,0.9947205599087283,0.0,0.9797006141155687,0.0,True,rates,rates,0.0
corp_bond_AA3y,cci_resi,798,0.983205750181818,0.0,0.9287333409310092,0.0,False,rates,cci,0.0
corp_bond_AA3y,cci_civil,798,0.9849969360733005,0.0,0.9164208613852775,0.0,False,rates,cci,0.0
corp_bond_AA3y,base_rate_chg_12m,798,0.9774809175443379,0.0,0.9719100834872358,0.0,True,rates,rates,0.0
yield_office,capret_office,777,0.9837407360791732,0.0,0.9727860376456593,0.0,True,commercial,commercial,0.0
base_rate,nonbank_corp_loan_rate,798,0.961405984550304,0.0,0.9413394295840217,0.0,True,rates,rates,0.0
kiscon_cnt_pub,kiscon_cnt_indiv,798,0.9254010780820402,0.0,0.9318051560404019,0.0,True,kiscon,kiscon,0.0
kiscon_cnt_pub,kiscon_cnt_all,798,0.9720768486037219,0.0,0.9644975650619516,0.0,True,kiscon,kiscon,0.0
kiscon_cnt_pub,kiscon_amt_pub,798,0.9256576559470768,0.0,0.9390598753108098,0.0,True,kiscon,kiscon,0.0
corp_bond_BBB3y,ktb_3y,798,0.998606295671987,0.0,0.9932341614775846,0.0,True,rates,rates,0.0
kiscon_cnt_indiv,kiscon_cnt_all,798,0.9831929147134078,0.0,0.9625055837428287,0.0,True,kiscon,kiscon,0.0
corp_bond_BBB3y,cci_resi,798,0.9856943652707455,0.0,0.9439351600575587,0.0,False,rates,cci,0.0
kiscon_cnt_priv,kiscon_cnt_all,798,0.9850043319151225,0.0,0.9572031206154694,0.0,True,kiscon,kiscon,0.0
corp_bond_BBB3y,cci_civil,798,0.9887789861145004,0.0,0.9276444945500782,0.0,False,rates,cci,0.0
corp_bond_BBB3y,cci_yoy_pct,798,0.9849723117901261,0.0,0.9224840096318035,0.0,False,rates,cci,0.0
rtms_land_dae_med_unit,rtms_land_dae_unit_3m,797,0.9204194625307982,0.0,0.9768665486696801,0.0,True,rtms_land,rtms_land,0.0
kiscon_cnt_all,kiscon_amt_pub,798,0.90927228522243,2.873821376007755e-305,0.9268335112726146,0.0,True,kiscon,kiscon,0.0
rtms_land_med_unit,rtms_land_dae_unit_3m,798,0.6589179807795855,1.584666276216149e-100,0.9348740619458112,0.0,True,rtms_land,rtms_land,0.0
rtms_land_med_unit,rtms_land_dae_med_unit,797,0.7535283982793155,5.711940919042271e-147,0.9264104943054681,0.0,True,rtms_land,rtms_land,0.0
rtms_land_med_unit,rtms_land_unit_3m,798,0.9095348076927482,9.577056510262725e-306,0.9802936983036784,0.0,True,rtms_land,rtms_land,0.0
rtms_fac_n,rtms_fac_n_3m,798,0.9588327025413028,0.0,0.96140119648795,0.0,True,rtms_fac,rtms_fac,0.0
bank_corp_loan_rate,bank_facility_loan_rate,798,0.9535772543830059,0.0,0.9300626702237557,0.0,True,rates,rates,0.0
capret_office,capret_midlarge,777,0.9445159494084151,0.0,0.9226672205117735,0.0,True,commercial,commercial,0.0
cci_resi,cci_civil,798,0.9981261980750924,0.0,0.9286575881526301,0.0,True,cci,cci,0.0
rtms_apt_med_unit,rtms_apt_unit_3m,798,0.9982959060211343,0.0,0.9962266308302791,0.0,True,rtms_apt,rtms_apt,0.0
cci_resi,cci_yoy_pct,798,0.998431714127875,0.0,0.9215632176587657,0.0,True,cci,cci,0.0
rtms_apt_n,rtms_apt_n_3m,798,0.9745375158672421,0.0,0.9873011804808647,0.0,True,rtms_apt,rtms_apt,0.0
yield_midlarge,capret_midlarge,798,0.9556205768752928,0.0,0.9606923205651038,0.0,True,commercial,commercial,0.0
cci_bldg,cci_plant,798,0.994446353335651,0.0,0.9795705706083585,0.0,True,cci,cci,0.0
cci_bldg,cci_nonresi,798,0.9999379813851885,0.0,0.9890500563078695,0.0,True,cci,cci,0.0
rtms_land_dae_n,rtms_land_dae_n_3m,798,0.9472426400388303,0.0,0.9559433205824711,0.0,True,rtms_land,rtms_land,0.0
bank_loan_rate_all,bank_corp_loan_rate,798,0.9945600764265259,0.0,0.9658582050399364,0.0,True,rates,rates,0.0
house_idx_yoy_pct,apt_idx_yoy_pct,737,0.991014284459497,0.0,0.9898062125208342,0.0,True,land_house,land_house,0.0
cci_total,cci_civil,798,0.9996094726892106,0.0,0.9898531121811535,0.0,True,cci,cci,0.0
cci_total,cci_plant,798,0.9959809692181651,0.0,0.9467319791128825,0.0,True,cci,cci,0.0
cci_total,cci_nonresi,798,0.9997731077199469,0.0,0.9127016370172294,0.0,True,cci,cci,0.0
cci_total,cci_resi,798,0.9993583112602771,0.0,0.9189854599874382,0.0,True,cci,cci,0.0
cci_total,cci_bldg,798,0.9997841783105654,0.0,0.9265889402466885,0.0,True,cci,cci,0.0
rtms_land_n,rtms_land_n_3m,798,0.984728783663279,0.0,0.9868165185694064,0.0,True,rtms_land,rtms_land,0.0
house_idx,apt_idx,798,0.9940449600564687,0.0,0.9930873619430007,0.0,True,land_house,land_house,0.0
rtms_nrg_n,rtms_nrg_n_3m,798,0.9088395139851826,1.7458729647474488e-304,0.9491634361648446,0.0,True,rtms_nrg,rtms_nrg,0.0
reactivated,pms_after_exit,499,0.9821455742801144,0.0,0.9821455742801136,0.0,True,exit,exit,0.0
cci_plant,cci_civil,798,0.9973401869048373,0.0,0.9211208630081253,0.0,True,cci,cci,0.0
land_chg_pct,land_chg_cum12_pct,798,0.9700181856247522,0.0,0.9531004503974885,0.0,True,land_house,land_house,0.0
ktb_3y,base_rate_chg_12m,798,0.9660343646011884,0.0,0.9365276346777028,0.0,True,rates,rates,0.0
rtms_land_unit_3m,rtms_land_dae_unit_3m,798,0.6959148239644232,1.3903656732983487e-116,0.9324144166979733,0.0,True,rtms_land,rtms_land,0.0
ktb_3y,cci_civil,798,0.9902471284737948,0.0,0.9483755138804973,0.0,False,rates,cci,0.0
ktb_3y,cci_total,798,0.9878918591676087,0.0,0.9179517976040721,0.0,False,rates,cci,0.0
ktb_3y,cci_resi,798,0.985348463482209,0.0,0.9445409716819406,0.0,False,rates,cci,0.0
ktb_3y,cci_yoy_pct,798,0.9846883360477188,0.0,0.9217139496258999,0.0,False,rates,cci,0.0
kiscon_amt_priv,kiscon_amt_all,798,0.9848261568007239,0.0,0.9784842973903929,0.0,True,kiscon,kiscon,0.0
kiscon_cnt_indiv,kiscon_cnt_priv,798,0.9821658718511075,0.0,0.9117455407971414,8.01174599642557e-310,True,kiscon,kiscon,7.788873789615913e-308
rtms_land_unit_3m,rtms_land_dae_med_unit,797,0.6721798211442146,6.976597583843645e-106,0.9116469929174313,2.98004804818538e-309,True,rtms_land,rtms_land,2.8454137345798623e-307
kiscon_amt_indiv,kiscon_amt_all,798,0.9387844563885882,0.0,0.9028775165707089,4.512104946834207e-294,True,kiscon,kiscon,4.2326710790741234e-292
kiscon_cnt_indiv,kiscon_amt_indiv,798,0.9554651132888868,0.0,0.9023162991465531,3.9772978261412055e-293,True,kiscon,kiscon,3.6666571510994866e-291
cci_resi,base_rate_chg_12m,798,0.9411652730079278,0.0,0.9021175135501658,8.57057226396636e-293,False,cci,rates,7.76726269414036e-291
yield_office,capret_midlarge,777,0.9190153795098108,1.558165637e-315,0.9050226739793178,6.157439597906001e-290,True,commercial,commercial,5.487304921667231e-288
cci_bldg,cci_resi,798,0.9997671775857844,0.0,0.8993941239889699,2.6925673618994877e-288,True,cci,cci,2.360189784274846e-286
corp_bond_BBB3y,cci_total,798,0.9869111769202211,0.0,0.8983218591918245,1.4640916726673473e-286,False,rates,cci,1.262660995766501e-284
bank_loan_rate_all,bank_facility_loan_rate,798,0.9402807541293081,0.0,0.8966978583263543,5.719331015434155e-284,True,rates,rates,4.854168720559751e-282
cci_bldg,cci_civil,798,0.9988146848402825,0.0,0.8960081372365747,6.999134107803847e-283,True,cci,cci,5.847557824129245e-281
rtms_nrg_med_unit,rtms_nrg_unit_3m,797,0.9223383252436452,0.0,0.8954286881804612,1.2724965265710356e-281,True,rtms_nrg,rtms_nrg,1.0467752196269735e-279
cci_civil,cci_yoy_pct,798,0.9962148569406304,0.0,0.8914097978233703,8.062821972980685e-276,True,cci,cci,6.53210743780723e-274
corp_bond_AA3y,cci_yoy_pct,798,0.9812144647918999,0.0,0.8868341096170212,4.208855047061052e-269,False,rates,cci,3.3589176024829023e-267
corp_bond_AA3y,cci_total,798,0.9833219988834947,0.0,0.8865290714554622,1.1525350746772257e-268,False,rates,cci,9.06265447691048e-267
appr_unit_land_mn_m2,minbid_unit_land_mn_m2,498,0.7169886111347811,9.275486901098705e-80,0.9564740538507653,1.8550672887938232e-267,True,valuation,valuation,1.4375427236493584e-265
cci_civil,base_rate_chg_12m,798,0.9458437375769662,0.0,0.8850868812635277,1.2977826036944415e-266,False,cci,rates,9.913205117077398e-265
cci_nonresi,cci_civil,798,0.9988720481283866,0.0,0.8834048608302852,2.961003424704792e-264,True,cci,cci,2.2299275087178202e-262
cci_total,cci_yoy_pct,798,0.9977409312169432,0.0,0.8832669145151341,4.604971257878505e-264,True,cci,cci,3.419830738316162e-262
appr_vs_rtms_dae_3m,appr_vs_rtms_all_3m,765,0.7863647124050728,9.149816982888241e-162,0.8908055704201694,1.3331275103272099e-263,True,valuation,valuation,9.764702462629576e-262
kiscon_cnt_indiv,kiscon_amt_pub,798,0.8776172871021591,2.0705510339495884e-256,0.8800279244491246,1.253118954717141e-259,True,kiscon,kiscon,9.054631149827774e-258
kiscon_cnt_all,kiscon_amt_all,798,0.9429529591474644,0.0,0.8797163888340725,3.2942945217726223e-259,True,kiscon,kiscon,2.348612374389095e-257
kiscon_amt_indiv,kiscon_amt_priv,798,0.9126401265245851,1.671674209554e-311,0.8778566949490861,9.989485048262121e-257,True,kiscon,kiscon,7.0281284938233635e-255
kiscon_cnt_priv,kiscon_amt_all,798,0.9349443671083753,0.0,0.8768342008016186,2.2225386421531775e-255,True,kiscon,kiscon,1.5433654700770182e-253
kiscon_amt_pub,kiscon_amt_all,798,0.9070538042933538,2.7179015993671773e-301,0.87578257347745,5.24886420548141e-254,True,kiscon,kiscon,3.598163705988346e-252
ah_n_pblanc,kiscon_amt_priv,749,0.9206355892206535,2.3871208791278714e-307,0.8867616716714323,1.4589482677562686e-252,False,applyhome,kiscon,9.874678971762997e-251
base_rate_chg_12m,cci_yoy_pct,798,0.9402722723180232,0.0,0.8745941844705013,1.8067598531320732e-252,False,rates,cci,1.2075931168371493e-250
kiscon_cnt_indiv,kiscon_amt_all,798,0.9463709848283574,0.0,0.8719399785474465,4.300055171904677e-249,True,kiscon,kiscon,2.838567284465964e-247
kiscon_cnt_pub,kiscon_cnt_priv,798,0.9192815003141376,0.0,0.871601836412232,1.1434638339140778e-248,True,kiscon,kiscon,7.45622087797387e-247
cci_resi,cci_nonresi,798,0.9994762496038925,0.0,0.8690366328560012,1.7444397513198672e-245,True,cci,cci,1.1237975120852205e-243
cci_resi,cci_plant,798,0.9924158854950045,0.0,0.8685939367511931,6.084552962324667e-245,True,cci,cci,3.873107701136904e-243
yield_midlarge,capret_office,777,0.9130319066278038,4.633291797480293e-304,0.8738077921471328,7.024611410083301e-245,True,commercial,commercial,4.418893789378284e-243
kiscon_cnt_all,kiscon_amt_indiv,798,0.9348723428134222,0.0,0.8677452329261233,6.590331111160991e-244,True,kiscon,kiscon,4.0975000524857935e-242
appr_vs_rtms_all_3m,minbid_vs_rtms_all_3m,498,0.9782352437148328,0.0,0.9439784503184561,5.840630486578702e-241,True,valuation,valuation,3.589638070314519e-239
cci_total,base_rate_chg_12m,798,0.941993096169695,0.0,0.8619615414634255,4.831172084426485e-237,False,cci,rates,2.9354860381168652e-235
kiscon_cnt_priv,kiscon_amt_pub,798,0.8637098659831792,4.387305034740222e-239,0.860352089688619,3.459840154575502e-235,True,kiscon,kiscon,2.0786253153387875e-233
rtms_fac_med_unit,rtms_fac_unit_3m,733,0.8505249757109805,3.4758363888909215e-206,0.8739740421491883,2.7629243568145474e-231,True,rtms_fac,rtms_fac,1.6414840595430428e-229
kiscon_cnt_priv,kiscon_amt_priv,798,0.9092441570429892,3.2322618738013013e-305,0.8561107601639901,2.0808334932899078e-230,True,kiscon,kiscon,1.2226611745737514e-228
yield_office,yield_midlarge,777,0.9110740103634473,1.7423635899574325e-300,0.8598747589833033,1.6693424950134448e-228,True,commercial,commercial,9.702146000909664e-227
cci_bldg,cci_yoy_pct,798,0.9983801190370623,0.0,0.8532953583457329,2.5507326833665604e-227,True,cci,cci,1.46653415677e-225
cci_nonresi,cci_yoy_pct,798,0.9981116962761087,0.0,0.8520901827434626,5.116703959919395e-226,True,cci,cci,2.9105336248605325e-224
cd_91d,spread_AA_KTB,798,0.8227126635976056,1.8854632918822547e-197,0.8508728440647958,1.0297602645523751e-224,True,rates,rates,5.7959243521700525e-223
rtms_land_n_3m,rtms_land_dae_n_3m,798,0.8174097056405885,7.395867338098408e-193,0.8494348812300012,3.4502185285667382e-223,True,rtms_land,rtms_land,1.9216998408589947e-221
kiscon_cnt_priv,kiscon_amt_indiv,798,0.9298197838978894,0.0,0.8486054361206135,2.5723133860322038e-222,True,kiscon,kiscon,1.4179546056818757e-220
appr_vs_rtms_dae_3m,minbid_vs_rtms_dae_3m,498,0.8685310828137001,2.6008647510671145e-153,0.9317335048690267,2.415189998008137e-220,True,valuation,valuation,1.3177572366683172e-218
cci_plant,cci_yoy_pct,798,0.9905051009476762,0.0,0.8451637278121013,9.44973915842617e-219,True,cci,cci,5.103813664657043e-217
base_rate,bank_corp_loan_rate,798,0.9143278383732154,1.006566192e-314,0.8416911060047991,3.057515819986991e-215,True,rates,rates,1.634853708947044e-213
ah_n_pblanc,kiscon_amt_all,749,0.9344270309745756,0.0,0.8530497761834225,3.3717766828037235e-213,False,applyhome,kiscon,1.7850386062328227e-211
bank_corp_loan_rate,nonbank_corp_loan_rate,798,0.9269583143499819,0.0,0.8390668641957507,1.2079065354634003e-212,True,rates,rates,6.332035534434119e-211
rtms_land_n,rtms_land_dae_n_3m,798,0.8013631580372798,8.022766352903974e-180,0.8388376342835973,2.0259710627023795e-212,True,rtms_land,rtms_land,1.0517346866281189e-210
appraisal_mn,min_bid_mn,502,0.8975548515171987,5.89389137313097e-180,0.9248137476754849,5.221855001588386e-212,True,site_price,site_price,2.684736412835875e-210
kiscon_cnt_pub,kiscon_amt_all,798,0.9010037275406273,6.1378339059099445e-291,0.8335053651130511,2.71522898745404e-207,True,kiscon,kiscon,1.3826980377063573e-205
spread_BBB_KTB,base_rate_chg_12m,798,0.8732047301261587,1.0814448004120984e-250,0.8320300431829292,6.611787499102082e-206,True,rates,rates,3.335210165820644e-204
kiscon_cnt_all,kiscon_amt_priv,798,0.9019015335118759,1.9699788536276578e-292,0.830822814993754,8.807703316612094e-205,True,kiscon,kiscon,4.4013822087780245e-203
rtms_land_n,rtms_land_dae_n,798,0.7855598062556215,4.1870343055751746e-168,0.8305536012059405,1.564670491556936e-204,True,rtms_land,rtms_land,7.746567702180498e-203
kiscon_amt_pub,kiscon_amt_indiv,798,0.8518364299401929,9.58782765758385e-226,0.829701654209417,9.578154082445782e-204,True,kiscon,kiscon,4.698567878792441e-202
kiscon_cnt_pub,kiscon_amt_indiv,798,0.8820962671753865,1.9102607613183442e-262,0.8296217012730634,1.1347542226197262e-203,True,kiscon,kiscon,5.515937116679705e-202
kiscon_cnt_indiv,kiscon_amt_priv,798,0.9175909200395008,3.834e-321,0.829546996851483,1.3293958385402e-203,True,kiscon,kiscon,6.403855449256261e-202
ktb_3y,cci_plant,798,0.9879242921294122,0.0,0.8282173572722111,2.1967609175548357e-202,False,rates,cci,1.0487571987647952e-200
ktb_3y,cci_bldg,798,0.9856738935405898,0.0,0.821557292978372,1.946344495687084e-196,False,rates,cci,9.209826564990121e-195
rtms_land_n_3m,rtms_land_dae_n,798,0.7715742136226105,1.5530408348037193e-158,0.8160109236741003,1.1369877497486867e-191,True,rtms_land,rtms_land,5.332871489391429e-190
corp_bond_AA3y,spread_BBB_KTB,798,0.8636099100203116,5.7504180821386365e-239,0.8100034899959174,1.0958212483579643e-186,True,rates,rates,5.095092360843509e-185
ah_n_pblanc,ah_supply_sum,749,0.9087569414031798,1.0036053035864395e-285,0.823307038714754,6.558817638730435e-186,True,applyhome,applyhome,3.02327568226652e-184
corp_bond_BBB3y,cci_plant,798,0.9835700036504454,0.0,0.8070773745690105,2.5315474946198773e-184,False,rates,cci,1.1569388421993576e-182
corp_bond_BBB3y,cci_bldg,798,0.9850340722192445,0.0,0.806604522527415,6.046982355258144e-184,False,rates,cci,2.740102936742822e-182
ktb_3y,cci_nonresi,798,0.9852759876328135,0.0,0.8056081563443447,3.757898021678958e-183,False,rates,cci,1.688527791757764e-181
vac_office,vac_midlarge,777,0.7955106058655251,8.688606197978635e-171,0.8089882524842226,5.200489900684721e-181,True,commercial,commercial,2.317251624913434e-179
rtms_land_dae_unit_3m,rtms_apt_med_unit,798,0.8742183919762416,5.49060207208363e-252,0.7996615468442231,1.6454537218206747e-178,False,rtms_land,rtms_apt,7.271273595516652e-177
rtms_land_dae_unit_3m,rtms_apt_unit_3m,798,0.8751034323095188,3.98348286800796e-253,0.7983035922770806,1.7956329675851048e-177,False,rtms_land,rtms_apt,7.869876621047176e-176
ah_n_pblanc,kiscon_amt_indiv,749,0.9177632025599417,8.006494990572835e-302,0.8101239444472694,2.0842748120481356e-175,False,applyhome,kiscon,9.060664569123074e-174
rtms_land_dae_med_unit,rtms_apt_unit_3m,797,0.8419799429219122,2.917067361370277e-215,0.795517778500344,3.7726547795994716e-175,False,rtms_land,rtms_apt,1.6268052505256753e-173
rtms_land_dae_med_unit,rtms_apt_med_unit,797,0.8409843944915167,2.85972233179572e-214,0.7951097940128803,7.616089392850576e-175,False,rtms_land,rtms_apt,3.257858398685762e-173
minbid_vs_rtms_dae_3m,minbid_vs_rtms_all_3m,498,0.8106404107827552,2.2611905410519636e-117,0.8907310147676507,5.694009266515642e-172,True,valuation,valuation,2.416338694290408e-170
ap_pms_day,months_permit_idle,284,-0.9957662418673817,2.3019508734586083e-294,-0.9683202063267102,5.863018959928875e-172,True,hub,hub,2.468469478640921e-170
bank_loan_rate_all,cd_91d,798,0.8524287469659432,2.2095749729618628e-226,0.7895072430721525,6.165499407144417e-171,True,rates,rates,2.5755410414063436e-169
corp_bond_AA3y,cci_plant,798,0.9765376999433862,0.0,0.7888240961218479,1.9249188592235465e-170,False,rates,cci,7.97871406222349e-169
kiscon_amt_pub,kiscon_amt_priv,798,0.8216568702314028,1.592697068955032e-196,0.7884944644567181,3.329160473530197e-170,True,kiscon,kiscon,1.3693093116896895e-168
corp_bond_AA3y,cci_bldg,798,0.9815889240366598,0.0,0.7874313047131215,1.935579237050611e-169,False,rates,cci,7.900413878251616e-168
corp_bond_BBB3y,cci_nonresi,798,0.9841474413759279,0.0,0.7823828203346597,7.208772708499526e-166,False,rates,cci,2.9200990660868913e-164
ah_supply_sum,kiscon_amt_priv,749,0.8351711502829104,3.8745258972238563e-196,0.7964044238666474,2.5619947406352897e-165,False,applyhome,kiscon,1.029998938208789e-163
yield_midlarge,kiscon_amt_priv,798,0.7204608145159578,1.1589144092891874e-128,0.7785680384704249,3.114529382468735e-163,False,commercial,kiscon,1.2427901946313676e-161
yield_midlarge,kiscon_amt_all,798,0.7080659463087184,2.09368738146954e-122,0.7748197730368795,1.077011331945412e-160,False,commercial,kiscon,4.2657626606756425e-159
base_rate,cci_nonresi,798,-0.5734922494833765,5.685219768639818e-71,-0.7745550059971801,1.620680390449353e-160,False,rates,cci,6.37189562333286e-159
spread_BBB_KTB,spread_AA_KTB,798,0.8202751998395955,2.5448243871864785e-195,0.7735682129825715,7.396558134641183e-160,True,rates,rates,2.8868172515274747e-158
ah_supply_sum,kiscon_amt_all,749,0.8364601091850945,2.679068651722885e-197,0.7854805087369775,7.998507273761221e-158,False,applyhome,kiscon,3.0991317675942934e-156
base_rate,bank_facility_loan_rate,798,0.8328958221331005,1.0193000854903733e-206,0.7676022005545756,6.098418525885851e-156,True,rates,rates,2.3459168243101905e-154
cci_plant,base_rate_chg_12m,798,0.9385538294404946,0.0,0.7669007508089589,1.7295519144469464e-155,False,cci,rates,6.60565291896273e-154
rentidx_office,yield_office,777,0.8954566478863156,1.248673668778637e-274,0.7724834725024884,5.457599505051793e-155,True,commercial,commercial,2.0696301101781517e-153
rentidx_office,capret_office,777,0.8899114933058132,2.0125248291303774e-266,0.7722103222303239,8.18729563416646e-155,True,commercial,commercial,3.08292040534423e-153
kiscon_cnt_pub,kiscon_amt_priv,798,0.8399214853341785,1.744020337996356e-213,0.7658009516158973,8.801234513741068e-155,True,kiscon,kiscon,3.2909231430051394e-153
capret_midlarge,kiscon_amt_priv,798,0.6431683011894714,2.3128840189489282e-94,0.76564560891321,1.1067164014836124e-154,False,commercial,kiscon,4.109453193564497e-153
rtms_land_unit_3m,rtms_apt_med_unit,798,0.5857860638475298,1.0848139161488857e-74,0.7655278808062862,1.3163958561704042e-154,False,rtms_land,rtms_apt,4.854323202029759e-153
rtms_land_med_unit,rtms_apt_med_unit,798,0.5612027419588891,2.0839595198500287e-67,0.7654112265656182,1.56316788793863e-154,False,rtms_land,rtms_apt,5.724834723840997e-153
cd_91d,spread_BBB_KTB,798,0.6523475786057018,6.551035558539211e-98,0.7635078864901185,2.5432231665835274e-153,True,rates,rates,9.250758007974232e-152
rtms_land_unit_3m,rtms_apt_unit_3m,798,0.5971950457398268,2.744430832932837e-78,0.7632610738038267,3.644430775838482e-153,False,rtms_land,rtms_apt,1.3166737404329975e-151
rtms_land_med_unit,rtms_apt_unit_3m,798,0.5710883283259719,2.909218475365091e-70,0.7631580567738836,4.234364555724171e-153,False,rtms_land,rtms_apt,1.519540085869607e-151
cci_bldg,base_rate_chg_12m,798,0.938631697293885,0.0,0.7628292335069875,6.831990976292019e-153,False,cci,rates,2.4353770500155616e-151
corp_bond_BBB3y,spread_BBB_KTB,798,0.8420032771226763,1.4904736225908932e-215,0.7598419349602424,5.088853111878605e-151,True,rates,rates,1.8019932178288016e-149
base_rate,bank_loan_rate_all,798,0.8898189177276733,1.886854783577778e-273,0.7593238373808251,1.0678488713679253e-150,True,rates,rates,3.7564394178975633e-149
corp_bond_AA3y,cci_nonresi,798,0.9802121150210122,0.0,0.7559871640362559,1.2082626880611215e-148,False,rates,cci,4.2226016948122985e-147
bank_loan_rate_all,nonbank_corp_loan_rate,798,0.8933074558397419,1.0754362410935664e-278,0.7557167986578974,1.766489578417352e-148,True,rates,rates,6.133389464803624e-147
bank_facility_loan_rate,nonbank_corp_loan_rate,798,0.8526759885242299,1.1951336085972896e-226,0.7527834313915148,1.0543470883445384e-146,True,rates,rates,3.6371573428246754e-145
capret_midlarge,ah_n_pblanc,749,0.5790740333035187,2.7888482632371256e-68,0.7640484042715575,2.527156619107739e-144,False,commercial,applyhome,8.66199130921095e-143
cci_resi,exited,798,-0.7375421672947005,7.295783318044345e-138,-0.7485758856894856,3.36564284870121e-144,False,cci,exit,1.1462479179621255e-142
land_area_m2,appr_unit_land_mn_m2,765,-0.03366397118149868,0.352453703691138,-0.7581696766749487,7.592651082065764e-144,False,site_price,valuation,2.5694876794813694e-142
cci_yoy_pct,exited,798,-0.7343778248904288,4.1818088977042936e-136,-0.7478945480785577,8.469744111277814e-144,False,cci,exit,2.8482843876102182e-142
land_chg_pct,yield_midlarge,798,0.7547049456896149,7.28669678483176e-148,0.7473434082422687,1.7829523536773582e-143,False,land_house,commercial,5.958403896945522e-142
cci_bldg,exited,798,-0.7392716026437938,7.785343055652088e-139,-0.7459453529261809,1.1679053617058444e-142,False,cci,exit,3.8787515335659314e-141
cci_nonresi,exited,798,-0.7400623549452157,2.782012940578421e-139,-0.7456547692776271,1.7234354019926547e-142,False,cci,exit,5.688400675589336e-141
rtms_apt_unit_3m,rtms_fac_unit_3m,765,0.6832081543976318,2.7681897170503083e-106,0.7540386501207006,1.992330331182515e-141,False,rtms_apt,rtms_fac,6.535576859406693e-140
rtms_apt_med_unit,rtms_fac_unit_3m,765,0.6757612549601562,3.647251485100761e-103,0.7539248273320877,2.3191551709314948e-141,False,rtms_apt,rtms_fac,7.561294328640672e-140
ah_n_pblanc,kiscon_cnt_indiv,749,0.9425687260753919,0.0,0.7589444034493622,2.5523718725769222e-141,False,applyhome,kiscon,8.271231759193213e-140
cci_total,exited,798,-0.7399235427787434,3.3337363271238624e-139,-0.741872904588448,2.5995446358121926e-140,False,cci,exit,8.373352510655298e-139
nonbank_corp_loan_rate,cci_nonresi,798,-0.561853751974712,1.360874093502583e-67,-0.7392729667131009,7.771560092326295e-139,False,rates,cci,2.4882953181837545e-137
land_chg_pct,capret_midlarge,798,0.7536511629597036,3.1642146835833053e-147,0.7386288673784986,1.792016924873737e-138,False,land_house,commercial,5.703520534107067e-137
cci_civil,exited,798,-0.7404041957096645,1.7809490798598345e-139,-0.738547140521571,1.992065607746037e-138,False,cci,exit,6.3027069849811e-137
capret_midlarge,kiscon_amt_all,798,0.6104064400470892,1.2263911888037114e-82,0.7381285949173526,3.423062345987665e-138,False,commercial,kiscon,1.0766537861174145e-136
rtms_land_unit_3m,rtms_fac_unit_3m,765,0.5263033190566493,1.0004470439825639e-55,0.7476889923171275,8.415908084273748e-138,False,rtms_land,rtms_fac,2.631570791029926e-136
corp_bond_AA3y,exited,798,-0.7264448223328374,8.323774340507686e-132,-0.7367970637775438,1.9027642558764836e-137,False,rates,exit,5.915163067541604e-136
corp_bond_BBB3y,exited,798,-0.732379829063617,5.231214740602544e-135,-0.7346121873975237,3.1046065711574964e-136,False,rates,exit,9.595567246230712e-135
rtms_land_med_unit,rtms_fac_unit_3m,765,0.4941220391353584,2.4361542550477507e-48,0.7436154552369818,1.5646340735786714e-135,False,rtms_land,rtms_fac,4.808102523807561e-134
ktb_3y,exited,798,-0.7370820522105356,1.3192302237400254e-137,-0.7328735088651248,2.8080929655945574e-135,False,rates,exit,8.579927478305199e-134
ah_n_pblanc,kiscon_cnt_priv,749,0.9259643517705836,3.55413e-318,0.7472232835372393,1.0731293494083214e-134,False,applyhome,kiscon,3.2602401314126673e-133
rtms_nrg_med_unit,rtms_apt_unit_3m,797,0.8048801250780987,2.3914810094563678e-182,0.7313698563922211,2.728898521012716e-134,False,rtms_nrg,rtms_apt,8.243740334381352e-133
rtms_nrg_med_unit,rtms_apt_med_unit,797,0.8058988595974441,3.731180941188535e-183,0.7309649062966791,4.527784045966869e-134,False,rtms_nrg,rtms_apt,1.3601158030216207e-132
cci_plant,exited,798,-0.7435305685156604,2.9157408654973606e-141,-0.7306102165086287,4.8103908291750875e-134,False,cci,exit,1.436936299642413e-132
rtms_nrg_unit_3m,rtms_apt_med_unit,798,0.8049408819448243,1.2697688816578441e-182,0.7291854489490134,2.8342042813807407e-133,False,rtms_nrg,rtms_apt,8.4191612736349e-132
yield_midlarge,ah_n_pblanc,749,0.6634288073571419,3.555649112154959e-96,0.7446018111430736,2.8985042819389466e-133,False,commercial,applyhome,8.562598008578756e-132
rtms_nrg_unit_3m,rtms_apt_unit_3m,798,0.8044733356435305,2.971737798290726e-182,0.7288706757140296,4.1873540349056e-133,False,rtms_nrg,rtms_apt,1.2302078035516618e-131
capret_office,ah_n_pblanc,738,0.6326399047890576,9.201057425950117e-84,0.747616677041602,5.925521911545224e-133,False,commercial,applyhome,1.731353314810509e-131
