covariate,coef,HR,p
log_appr,-0.06560042969192721,0.936504989129071,0.1299888333799453
capital,-0.1961878096554774,0.8218578673398855,0.12465071775494586
land_chg,0.29156472863973004,1.3385202712828645,2.590683023568993e-07
unsold,-0.22466523258173313,0.7987835807219154,0.1175096630014125
t_산업시설,-0.47869445684305034,0.619591767799001,0.010032897343417776
t_상업시설,-0.1602528730231863,0.8519283320328772,0.28139581244315803
t_숙박시설,-0.3498925359784037,0.7047638224040021,0.10988237147316716
t_업무시설,0.006797941125853037,1.0068210995744773,0.9657467391830477
