var1,var2,n,pearson_r,pearson_p,spearman_r,spearman_p,same_block,block1,block2,abs_r,cluster_boot_p,q_fdr,q_cluster_fdr
rtms_land_n,rtms_land_n_yoy_pct,4724,0.2799163073187206,8.987719455707827e-86,0.5449500650218558,0.0,True,rtms_land,rtms_land,0.5449500650218558,,0.0,
land_chg_cum12_pct,rentidx_midlarge,4732,0.6249433094070078,0.0,0.5703334925467712,0.0,False,land_house,commercial,0.5703334925467712,0.0,0.0,0.0
appraisal_mn,appr_unit_land_mn_m2,4548,0.008211755346212324,0.5798194021385075,0.6362826249433423,0.0,False,site_price,valuation,0.6362826249433423,0.0,0.0,0.0
min_bid_mn,discount_ratio,2853,0.18746314497524616,5.619625775476646e-24,0.7974181454423378,0.0,True,site_price,site_price,0.7974181454423378,,0.0,
rtms_apt_med_unit,rtms_apt_unit_3m,4731,0.5141603934693038,1.2080765e-317,0.5665300126956032,0.0,True,rtms_apt,rtms_apt,0.5665300126956032,,0.0,
kiscon_cnt_priv,kiscon_cnt_all,4732,0.7380039423332172,0.0,0.7409643330016658,0.0,True,kiscon,kiscon,0.7409643330016658,,0.0,
rtms_apt_n,rtms_apt_n_yoy_pct,4732,0.5766956732466899,0.0,0.5854609174531761,0.0,True,rtms_apt,rtms_apt,0.5854609174531761,,0.0,
kiscon_cnt_priv,kiscon_cnt_priv_yoy_pct,4732,0.5546976471984293,0.0,0.5621427128987846,0.0,True,kiscon,kiscon,0.5621427128987846,,0.0,
rtms_apt_n,rtms_apt_n_3m,4732,0.5882189381987962,0.0,0.556197974397843,0.0,True,rtms_apt,rtms_apt,0.556197974397843,,0.0,
min_bid_mn,minbid_unit_land_mn_m2,2849,0.30588772234742284,9.012779416833977e-63,0.8694113224664343,0.0,False,site_price,valuation,0.8694113224664343,0.0,0.0,0.0
rtms_nrg_n,rtms_nrg_n_yoy_pct,4716,0.7056054929865705,0.0,0.6700062158171692,0.0,True,rtms_nrg,rtms_nrg,0.6700062158171692,,0.0,
discount_ratio,minbid_unit_land_mn_m2,2829,0.013677504287359862,0.4671057013413764,0.7325572334205113,0.0,False,site_price,valuation,0.7325572334205113,0.0,0.0,0.0
rtms_land_unit_3m,appr_vs_rtms_all_3m,4548,-0.003434722833437459,0.816871383277851,-0.7005101538713089,0.0,False,rtms_land,valuation,0.7005101538713089,0.0,0.0,0.0
rtms_land_dae_unit_3m,minbid_vs_rtms_dae_3m,2850,-0.013944978270902686,0.45677501428120343,-0.6378564965736362,0.0,False,rtms_land,valuation,0.6378564965736362,0.0,0.0,0.0
rtms_land_dae_unit_3m,appr_vs_rtms_dae_3m,4548,-0.01675339489682983,0.2586454116106095,-0.7276020441375912,0.0,False,rtms_land,valuation,0.7276020441375912,0.0,0.0,0.0
appr_vs_rtms_all_3m,minbid_vs_rtms_all_3m,2845,0.9903629457290256,0.0,0.8067857076546701,0.0,True,valuation,valuation,0.8067857076546701,,0.0,
kiscon_cnt_pub,kiscon_amt_pub,4732,0.6868071759812068,0.0,0.5755232221983109,0.0,True,kiscon,kiscon,0.5755232221983109,,0.0,
house_idx,house_idx_yoy_pct,4394,0.7186402165429628,0.0,0.556725086294292,0.0,True,land_house,land_house,0.556725086294292,,0.0,
house_idx,apt_idx_yoy_pct,4394,0.654256428401786,0.0,0.5430016361014905,0.0,True,land_house,land_house,0.5430016361014905,,0.0,
yield_office,yield_midlarge,4636,0.7697630740998382,0.0,0.8136021554951292,0.0,True,commercial,commercial,0.8136021554951292,,0.0,
yield_office,capret_office,4636,0.920130405677675,0.0,0.8847209742278999,0.0,True,commercial,commercial,0.8847209742278999,,0.0,
kiscon_amt_priv,kiscon_amt_priv_yoy_pct,4732,0.3095941380497672,1.2113029157011182e-105,0.5820496918021293,0.0,True,kiscon,kiscon,0.5820496918021293,,0.0,
kiscon_amt_priv,kiscon_amt_all,4732,0.8822055006667049,0.0,0.8610339145952858,0.0,True,kiscon,kiscon,0.8610339145952858,,0.0,
yield_office,capret_midlarge,4636,0.6804168285551628,0.0,0.7171239247371772,0.0,True,commercial,commercial,0.7171239247371772,,0.0,
appr_vs_rtms_dae_3m,minbid_vs_rtms_dae_3m,2845,0.9116668935369102,0.0,0.8417353359214134,0.0,True,valuation,valuation,0.8417353359214134,,0.0,
house_idx,apt_idx,4732,0.9915147457179023,0.0,0.9914566001658093,0.0,True,land_house,land_house,0.9914566001658093,,0.0,
apt_idx,apt_idx_yoy_pct,4394,0.6659252418147534,0.0,0.5483395374869705,0.0,True,land_house,land_house,0.5483395374869705,,0.0,
yield_midlarge,capret_office,4636,0.5663863348755932,0.0,0.6187042743426064,0.0,True,commercial,commercial,0.6187042743426064,,0.0,
yield_midlarge,capret_midlarge,4732,0.7477130644108054,0.0,0.7836743850886106,0.0,True,commercial,commercial,0.7836743850886106,,0.0,
house_idx_yoy_pct,apt_idx_yoy_pct,4394,0.978521445450763,0.0,0.9730621727492782,0.0,True,land_house,land_house,0.9730621727492782,,0.0,
house_idx_yoy_pct,apt_idx,4394,0.7128707166695576,0.0,0.5559896389531132,0.0,True,land_house,land_house,0.5559896389531132,,0.0,
capret_office,capret_midlarge,4636,0.7375418480698526,0.0,0.7502711395405348,0.0,True,commercial,commercial,0.7502711395405348,,0.0,
rtms_fac_n,rtms_fac_n_yoy_pct,3791,0.5449244514816958,3.162380582048881e-292,0.6340736262245549,0.0,True,rtms_fac,rtms_fac,0.6340736262245549,,0.0,
kiscon_amt_pub,kiscon_amt_all,4732,0.5670375441017288,0.0,0.5342497422859745,0.0,True,kiscon,kiscon,0.5342497422859745,,0.0,
kiscon_cnt_pub,kiscon_cnt_all,4732,0.9117032981571155,0.0,0.8437346299089203,0.0,True,kiscon,kiscon,0.8437346299089203,,0.0,
kiscon_cnt_indiv,kiscon_amt_indiv,4732,0.5249320622820743,0.0,0.5038148896439308,4.207966309998187e-303,True,kiscon,kiscon,0.5038148896439308,,2.816999668637675e-301,
rtms_land_unit_3m,minbid_vs_rtms_all_3m,2850,-0.005055935303599537,0.7873168911792008,-0.6150237065938479,3.092025275220693e-296,False,rtms_land,valuation,0.6150237065938479,0.0,2.0139948414275325e-294,0.0
rtms_nrg_n,rtms_nrg_n_3m,4732,0.5683924581821017,0.0,0.4963857468452831,6.43003984995653e-293,True,rtms_nrg,rtms_nrg,0.4963857468452831,,4.077998957472431e-291,
vac_midlarge,rentidx_midlarge,4732,-0.41597015165941553,2.0267852335619108e-197,-0.4927832565341773,4.536188094628379e-288,True,commercial,commercial,0.4927832565341773,,2.803131617449844e-286,
apt_idx,rentidx_midlarge,4732,0.5023924331884848,3.922666815662267e-301,0.48856345899719167,1.830474482992656e-282,False,land_house,commercial,0.48856345899719167,0.0,1.1028608760030753e-280,0.0
unsold_completed,unsold_pct_completed,4041,0.45088821710700777,1.2851906759665728e-201,0.5226149137169659,3.95012885687868e-282,True,unsold,unsold,0.5226149137169659,,2.3219050109945414e-280,
rtms_nrg_med_unit,rtms_nrg_unit_3m,4711,0.5758104843015637,0.0,0.4876093513187983,5.730782117862144e-280,True,rtms_nrg,rtms_nrg,0.4876093513187983,,3.2883773581066115e-278,
ah_n_pblanc,ah_supply_sum,3877,0.5770342978588878,0.0,0.5295175535620871,3.241687104056883e-279,True,applyhome,applyhome,0.5295175535620871,,1.816852539715602e-277,
kiscon_cnt_indiv,kiscon_cnt_all,4732,0.5923586816392981,0.0,0.48277835652517115,6.623877205281438e-275,True,kiscon,kiscon,0.48277835652517115,,3.6280781965291507e-273,
rtms_land_dae_n,rtms_land_dae_n_3m,4732,0.504597004580887,3.4449697510519326e-304,0.4797249663506436,5.652855888561919e-271,True,rtms_land,rtms_land,0.4797249663506436,,3.0274183758742724e-269,
house_idx,rentidx_midlarge,4732,0.4996422682368373,2.3716614496928327e-297,0.4791653038001606,2.9410166723149477e-270,False,land_house,commercial,0.4791653038001606,0.0,1.540836995712831e-268,0.0
rtms_fac_n,rtms_fac_n_3m,4732,0.4342327874197212,6.609567592839212e-217,0.46581706078808033,1.4503853571762565e-253,True,rtms_fac,rtms_fac,0.46581706078808033,,7.437082363393145e-252,
kiscon_amt_all,kiscon_amt_priv_yoy_pct,4732,0.24974829219978112,3.277088949172883e-68,0.46509181906676644,1.1152523942469035e-252,True,kiscon,kiscon,0.46509181906676644,,5.5994963961146615e-251,
land_area_m2,appr_unit_land_mn_m2,4548,-0.2869533516510452,6.131586229873464e-87,-0.46398117554822,1.2435503228066735e-241,False,site_price,valuation,0.46398117554822,0.0,6.116237301967516e-240,0.0
rtms_land_n,rtms_land_dae_n,4732,0.43562903945020626,1.9067004943305436e-218,0.4528014634265138,5.480268703579711e-238,True,rtms_land,rtms_land,0.4528014634265138,,2.6414895151254207e-236,
unsold_total,unsold_pct_completed,4041,-0.3650840675362331,1.1898940822867162e-127,-0.46966992667998153,7.049661520152172e-221,True,unsold,unsold,0.46966992667998153,,3.331310639915046e-219,
rtms_land_n,rtms_land_n_3m,4732,0.5106900147162519,9.37860250665e-313,0.4370365555778328,5.255659726676758e-220,True,rtms_land,rtms_land,0.4370365555778328,,2.435796142555959e-218,
rtms_land_n_3m,rtms_land_dae_n_3m,4732,0.394827412170619,2.5288636425417906e-176,0.43403021699358535,1.1040328150964417e-216,True,rtms_land,rtms_land,0.43403021699358535,,5.020224687514009e-215,
land_chg_cum12_pct,rentidx_office,4636,0.43408310516936954,2.1957021808592075e-212,0.4241540734542828,7.28112018667217e-202,False,land_house,commercial,0.4241540734542828,0.0,3.249536972199987e-200,0.0
rtms_land_med_unit,rtms_land_unit_3m,4723,0.4199378794460453,3.586299563104148e-201,0.4186638121393587,7.672208054657645e-200,True,rtms_land,rtms_land,0.4186638121393587,,3.361822074859078e-198,
rentidx_office,rentidx_midlarge,4636,0.5518097159621075,0.0,0.418456502208802,5.514922218637295e-196,True,commercial,commercial,0.418456502208802,,2.3733861690921215e-194,
kiscon_cnt_all,kiscon_amt_pub,4732,0.5266984255997658,0.0,0.4018042250747358,4.0748918379161445e-183,True,kiscon,kiscon,0.4018042250747358,,1.722892864803142e-181,
rtms_land_dae_med_unit,rtms_land_dae_unit_3m,4666,0.32679576101532026,1.4791940766828437e-116,0.4024575979414286,3.1701876729926654e-181,True,rtms_land,rtms_land,0.4024575979414286,,1.3172676365366074e-179,
vac_office,rentidx_office,4636,0.3672163178188933,5.5814931285854994e-148,0.40359171570811336,3.581940171814257e-181,True,commercial,commercial,0.40359171570811336,,1.4631314939105694e-179,
kiscon_cnt_pub,kiscon_cnt_priv,4732,0.42303423345380997,8.16294217928294e-205,0.3959542191595443,2.074375359298809e-177,True,kiscon,kiscon,0.3959542191595443,,8.332074359850217e-176,
ah_under_ratio,ah_rate_med,3478,-0.04367165092982506,0.010000270700252402,-0.4476166589566663,5.128488441793489e-171,True,applyhome,applyhome,0.4476166589566663,,2.026173302413493e-169,
rtms_fac_med_unit,rtms_fac_unit_3m,3740,0.8725580466327967,0.0,0.4309976796035705,4.763259437434641e-169,True,rtms_fac,rtms_fac,0.4309976796035705,,1.851525039389917e-167,
kiscon_cnt_all,kiscon_cnt_priv_yoy_pct,4732,0.33792560908659774,9.797492926111064e-127,0.3806505277893694,5.124135966072108e-163,True,kiscon,kiscon,0.3806505277893694,,1.9601853457513935e-161,
kiscon_cnt_indiv,kiscon_cnt_priv,4732,0.4445153551907063,2.0349823427900123e-228,0.3732759286208064,2.369924961971008e-156,True,kiscon,kiscon,0.3732759286208064,,8.924248684922077e-155,
rtms_nrg_n_3m,rtms_nrg_n_yoy_pct,4716,0.38945344347939953,1.2495072206443665e-170,0.372929060695204,1.6032310105251955e-155,True,rtms_nrg,rtms_nrg,0.372929060695204,,5.9442872851780326e-154,
kiscon_cnt_pub,kiscon_amt_all,4732,0.3895577078681828,2.6671408908950456e-171,0.36964928905536854,3.8842575949115104e-153,True,kiscon,kiscon,0.36964928905536854,,1.4183425460207183e-151,
land_chg_pct,land_chg_cum12_pct,4732,0.4695096045425237,4.1462935099140744e-258,0.36197815384254556,1.7933156402825296e-146,True,land_house,land_house,0.36197815384254556,,6.450583124001338e-145,
land_chg_cum12_pct,apt_idx,4732,0.4865655766493321,7.75111150972674e-280,0.344786567495441,3.441633370780895e-132,True,land_house,land_house,0.344786567495441,,1.2197553564091112e-130,
land_chg_cum12_pct,house_idx,4732,0.4835670540093304,6.297672365437625e-276,0.3385553512395943,3.134922559741098e-127,True,land_house,land_house,0.3385553512395943,,1.0949512128950792e-125,
house_idx,rentidx_office,4636,0.4833804981385741,3.9198655297725335e-270,0.33812782022307675,2.3319875714222824e-124,False,land_house,commercial,0.33812782022307675,1.1102230246251565e-15,8.028700067325286e-123,7.730819043032053e-15
rtms_land_dae_n,rtms_land_n_yoy_pct,4724,0.3804430886818599,1.4840367254166343e-162,0.33501879452380323,2.9355476777766203e-124,True,rtms_land,rtms_land,0.33501879452380323,,9.964323807664303e-123,
apt_idx,rentidx_office,4636,0.4602530329367307,7.417526213146249e-242,0.33393103954178477,3.7372513719416243e-121,False,land_house,commercial,0.33393103954178477,4.618527782440651e-14,1.2509410842193493e-119,2.804370069497963e-13
rentidx_midlarge,kiscon_cnt_priv_yoy_pct,4732,0.26530768167473073,4.708908699973266e-77,0.32905729055678906,6.892538000368811e-120,False,commercial,kiscon,0.32905729055678906,0.0,2.2754817234094295e-118,0.0
land_chg_cum12_pct,vac_midlarge,4732,-0.30494062678334943,2.154336600932528e-102,-0.3143102555307458,5.354539233432797e-109,False,land_house,commercial,0.3143102555307458,0.0,1.7438431827801406e-107,0.0
rtms_land_n_3m,rtms_land_n_yoy_pct,4724,0.1800812343651449,1.0083505753659205e-35,0.30241790783618405,1.7278006353816185e-100,True,rtms_land,rtms_land,0.30241790783618405,,5.551999375026267e-99,
rtms_land_med_unit,appr_vs_rtms_all_3m,4539,-0.0025466664116084144,0.8638091749307388,-0.3072277385738963,8.081771786719006e-100,False,rtms_land,valuation,0.3072277385738963,0.0,2.5627723692095798e-98,0.0
kiscon_cnt_indiv,kiscon_cnt_priv_yoy_pct,4732,0.24053908179981953,2.9233253916535107e-63,0.2973196244497214,3.3783369409102125e-97,True,kiscon,kiscon,0.2973196244497214,,1.0573755879991704e-95,
rtms_land_dae_med_unit,appr_vs_rtms_dae_3m,4486,0.0006463908080845977,0.9654770189318005,-0.3043602924473886,8.686531278370996e-97,False,rtms_land,valuation,0.3043602924473886,0.0,2.6839154334453973e-95,0.0
rentidx_midlarge,kiscon_cnt_indiv,4732,0.26421435239741975,2.0614052791249352e-76,0.29599915548568084,2.5880689763709104e-96,False,commercial,kiscon,0.29599915548568084,0.0,7.895248396270751e-95,0.0
rtms_fac_n_3m,rtms_fac_n_yoy_pct,3791,0.2902200012231966,1.799513603988142e-74,0.32851217649817066,4.314490529046357e-96,True,rtms_fac,rtms_fac,0.32851217649817066,,1.299740271875215e-94,
kiscon_cnt_pub,kiscon_cnt_indiv,4732,0.39246978188009374,4.58766917253922e-174,0.291904542366935,1.3345919323946816e-93,True,kiscon,kiscon,0.291904542366935,,3.9708229099644234e-92,
vac_midlarge,rtms_apt_n_3m,4732,0.27913107568438456,2.0037854998569714e-85,0.2903706025642668,1.3488755490541947e-92,False,commercial,rtms_apt,0.2903706025642668,0.0,3.964378138073914e-91,0.0
rtms_land_n,kiscon_cnt_pub,4732,0.24180091816486288,6.307885752453763e-64,0.28992723779319024,2.625317602109801e-92,False,rtms_land,kiscon,0.28992723779319024,0.0,7.622910145885084e-91,0.0
rtms_land_unit_3m,rtms_land_dae_n_3m,4732,0.21087564168369743,1.0421162337002768e-48,0.2897113847914685,3.6290735629953075e-92,True,rtms_land,rtms_land,0.2897113847914685,,1.0411984865260346e-90,
kiscon_cnt_all,kiscon_amt_all,4732,0.29437471109240654,3.1217914878312535e-95,0.28567914194441807,1.458496700313213e-89,True,kiscon,kiscon,0.28567914194441807,,4.135267115005698e-88,
rentidx_midlarge,rtms_apt_n_3m,4732,-0.2637854176524096,3.6720472364469817e-76,-0.28203890232367096,3.006959230144676e-87,False,commercial,rtms_apt,0.28203890232367096,0.0,8.42647877284729e-86,0.0
rtms_apt_n_3m,rtms_apt_unit_3m,4732,0.16948336449005372,7.88948852921289e-32,0.28097051618055724,1.4149988617548212e-86,True,rtms_apt,rtms_apt,0.28097051618055724,,3.919709490608183e-85,
yield_office,ah_supply_sum,3857,-0.43565344980435194,1.9368359505235468e-178,-0.30558034437349557,3.6353622206236266e-84,False,commercial,applyhome,0.30558034437349557,0.0,9.955935172389704e-83,0.0
vac_midlarge,kiscon_cnt_priv_yoy_pct,4732,-0.30592879438261755,4.4475323345779933e-103,-0.27349949638864246,5.90828092335098e-82,False,commercial,kiscon,0.27349949638864246,0.0,1.5998828118287485e-80,0.0
rtms_apt_n_3m,rtms_apt_n_yoy_pct,4732,0.2651354259038587,5.944979620193966e-77,0.27295283603582465,1.2702793505846958e-81,True,rtms_apt,rtms_apt,0.27295283603582465,,3.4015258165656856e-80,
yield_office,kiscon_amt_pub,4636,0.3729112810099372,6.693168552262856e-153,0.2690014608795677,1.1331293581061508e-77,False,commercial,kiscon,0.2690014608795677,0.0,3.00092500333607e-76,0.0
appr_vs_rtms_dae_3m,appr_vs_rtms_all_3m,4548,0.6858280204807389,0.0,0.2693361362766351,2.002060166542439e-76,True,valuation,valuation,0.2693361362766351,,5.244527175399215e-75,
rtms_land_n,kiscon_cnt_all,4732,0.25550042851719557,2.0754210194632273e-71,0.26394729698033637,2.9534679809251696e-76,False,rtms_land,kiscon,0.26394729698033637,0.0,7.653610574225439e-75,0.0
vac_midlarge,rtms_apt_unit_3m,4732,0.19502398149640804,8.799821404365223e-42,0.2623512402445384,2.5113822640117067e-75,False,commercial,rtms_apt,0.2623512402445384,0.0,6.438756655604482e-74,0.0
kiscon_amt_indiv,kiscon_amt_all,4732,0.30892899843508326,3.559813734605976e-105,0.26054789803184886,2.7699992008047164e-74,True,kiscon,kiscon,0.26054789803184886,,7.027050604146702e-73,
rtms_land_unit_3m,rtms_land_dae_unit_3m,4732,0.4641537423770389,1.5490709388662891e-251,0.2591703524815398,1.7114385686987776e-73,True,rtms_land,rtms_land,0.2591703524815398,,4.2964239068375565e-72,
minbid_vs_rtms_dae_3m,minbid_vs_rtms_all_3m,2850,0.7742728679301167,0.0,0.3296939478070114,3.09486754961883e-73,True,valuation,valuation,0.3296939478070114,,7.689310097506577e-72,
rtms_land_med_unit,rtms_land_dae_med_unit,4666,0.6454928138809034,0.0,0.25940741717475957,1.2561026036162893e-72,True,rtms_land,rtms_land,0.25940741717475957,,3.0889870150155686e-71,
land_chg_cum12_pct,kiscon_cnt_priv_yoy_pct,4732,0.21053079382939527,1.495598341615276e-48,0.25761681961832633,1.3169240031224052e-72,False,land_house,kiscon,0.25761681961832633,0.0,3.2058453005302994e-71,0.0
vac_office,rentidx_midlarge,4636,-0.32041899707207777,3.585028151696451e-111,-0.2577722483611542,2.9438431332553314e-71,True,commercial,commercial,0.2577722483611542,,7.094661951145349e-70,
capret_office,rtms_apt_n_3m,4636,-0.25953820157796914,3.02546111920745e-72,-0.2521289570337057,3.761166524318941e-68,False,commercial,rtms_apt,0.2521289570337057,0.0,8.974664676840247e-67,0.0
capret_office,rtms_land_n_3m,4636,-0.24800915006601137,6.224691120470581e-66,-0.2480704935068474,5.77273906489706e-66,False,commercial,rtms_land,0.2480704935068474,0.0,1.3639510927845014e-64,0.0
rentidx_midlarge,rtms_apt_unit_3m,4732,-0.004737277783366748,0.7445825897987941,-0.24419176108614252,3.3675964843762657e-65,False,commercial,rtms_apt,0.24419176108614252,1.219024881038422e-13,7.879521871210485e-64,7.172402207040018e-13
capret_midlarge,kiscon_cnt_indiv,4732,-0.17660590389072303,1.8593940490469199e-34,-0.24364132862307442,6.630369052527609e-65,False,commercial,kiscon,0.24364132862307442,0.0,1.5364605208261095e-63,0.0
yield_office,rtms_land_n_3m,4636,-0.22820723085083588,7.770834995996614e-56,-0.24257606796152897,4.544412610476933e-63,False,commercial,rtms_land,0.24257606796152897,0.0,1.0430508944047056e-61,0.0
yield_midlarge,kiscon_cnt_indiv,4732,-0.15694069979866565,1.7799257502775384e-27,-0.2397873314746152,7.257730403965003e-63,False,commercial,kiscon,0.2397873314746152,0.0,1.650106629580722e-61,0.0
rtms_land_dae_n_3m,appr_vs_rtms_all_3m,4548,0.01855723792792291,0.21084593614223718,-0.2401411499133099,1.1399378815494609e-60,False,rtms_land,valuation,0.2401411499133099,0.0,2.5675236397515893e-59,0.0
yield_midlarge,kiscon_amt_pub,4732,0.23044718071479225,4.4991072085462764e-58,0.2314937171031239,1.3385957876796228e-58,False,commercial,kiscon,0.2314937171031239,0.0,2.987051711396195e-57,0.0
capret_office,ah_supply_sum,3857,-0.38506755525123415,1.488725806040427e-136,-0.25300054733928007,2.1382018371996305e-57,False,commercial,applyhome,0.25300054733928007,0.0,4.727583878579e-56,0.0
ah_supply_sum,ah_under_ratio,3825,0.19756665568765142,5.752440875691249e-35,0.25282790459996457,7.40020603117093e-57,True,applyhome,applyhome,0.25282790459996457,,1.6213178668292674e-55,
land_chg_pct,rtms_land_n,4732,0.14261282137069767,6.32322086332721e-23,0.22372040061023174,9.428420415044355e-55,False,land_house,rtms_land,0.22372040061023174,0.0,2.047071459482603e-53,0.0
land_chg_pct,house_idx,4732,0.3648548766956228,5.968362435856839e-149,0.22291891949088724,2.306535745033872e-54,True,land_house,land_house,0.22291891949088724,,4.963170665653242e-53,
ah_rate_med,kiscon_amt_indiv,3478,0.01239048616872955,0.4650913492449942,0.25831594875457875,3.9129773926462544e-54,False,applyhome,kiscon,0.25831594875457875,0.0,8.34537656307741e-53,0.0
vac_midlarge,ah_n_pblanc,3877,0.2948579353218541,1.2685697384236843e-78,0.24472625889617025,5.62586592459866e-54,False,commercial,applyhome,0.24472625889617025,0.0,1.189327796340594e-52,0.0
capret_office,kiscon_amt_pub,4636,0.328520434867386,4.2737959770178586e-117,0.22412223130130784,7.208128122143288e-54,False,commercial,kiscon,0.22412223130130784,0.0,1.5105729369013328e-52,0.0
rtms_land_med_unit,rtms_land_dae_n,4723,0.13132732993270585,1.2780492221680871e-19,0.22177973790472555,1.0269145518628678e-53,True,rtms_land,rtms_land,0.22177973790472555,,2.1335035086116478e-52,
minbid_unit_land_mn_m2,minbid_vs_rtms_all_3m,2850,0.8697921214709083,0.0,0.2831036920560283,1.1363885836223053e-53,True,valuation,valuation,0.2831036920560283,,2.34076622780321e-52,
vac_office,vac_midlarge,4636,0.23070078103072844,4.680762716295225e-57,0.21945718140490356,1.1399738910924718e-51,True,commercial,commercial,0.21945718140490356,,2.328251760621065e-50,
rtms_land_dae_med_unit,minbid_vs_rtms_dae_3m,2801,0.003719458434686423,0.8440128523640525,-0.2796742673897036,1.6878655965626306e-51,False,rtms_land,valuation,0.2796742673897036,0.0,3.41828242665205e-50,0.0
land_chg_pct,apt_idx,4732,0.3642705646555264,1.9107601892741583e-148,0.21556225503479917,7.210314470974091e-51,True,land_house,land_house,0.21556225503479917,,1.4480714895872969e-49,
rtms_nrg_n_3m,rtms_nrg_unit_3m,4730,0.3585242285669974,1.7983514547702517e-143,0.21111936699399397,8.44794300850301e-49,True,rtms_nrg,rtms_nrg,0.21111936699399397,,1.6826068306191945e-47,
ah_supply_sum,ah_rate_med,3478,-0.02668870324502086,0.1155639149807035,-0.2443588068576433,1.859732425352338e-48,True,applyhome,applyhome,0.2443588068576433,,3.673733725491094e-47,
land_area_m2,minbid_unit_land_mn_m2,2850,-0.17529893574292948,4.204428417601431e-21,-0.26791152741399715,4.8070495052997824e-48,False,site_price,valuation,0.26791152741399715,1.0252324766923948e-08,9.418690494123964e-47,3.7774342223763474e-08
yield_midlarge,ah_supply_sum,3877,-0.21050580752540043,4.405796402338782e-40,-0.2304842569769317,6.485660726032535e-48,False,commercial,applyhome,0.2304842569769317,0.0,1.2605195443337427e-46,0.0
yield_midlarge,kiscon_cnt_priv,4732,-0.2794510464559397,1.2654666767526796e-85,-0.20819756485792126,1.6946683519380247e-47,False,commercial,kiscon,0.20819756485792126,0.0,3.2673205825365117e-46,0.0
appr_unit_land_mn_m2,minbid_unit_land_mn_m2,2845,0.7451530167855579,0.0,0.2665840618812708,1.7257477423660717e-47,True,valuation,valuation,0.2665840618812708,,3.3008349675414545e-46,
capret_midlarge,rtms_land_n_3m,4732,-0.18449512019572784,1.682506023093217e-37,-0.20610309079109274,1.4610264302439672e-46,False,commercial,rtms_land,0.20610309079109274,0.0,2.7724989739275282e-45,0.0
kiscon_amt_pub,kiscon_amt_priv,4732,0.12147946016982125,5.056265980017754e-17,0.2060740957868096,1.5050055012484051e-46,True,kiscon,kiscon,0.2060740957868096,,2.833643170319263e-45,
land_chg_pct,rentidx_midlarge,4732,0.3084483248865458,7.744702121498613e-105,0.2059323004840814,1.7397927795256605e-46,False,land_house,commercial,0.2059323004840814,5.117404278109916e-10,3.250310541594451e-45,2.2194913411916723e-09
minbid_unit_land_mn_m2,minbid_vs_rtms_dae_3m,2850,0.8648276759526501,0.0,0.2627586663314918,3.2315591071246425e-46,True,valuation,valuation,0.2627586663314918,,5.99081342166953e-45,
kiscon_cnt_all,kiscon_amt_indiv,4732,0.24351934171105177,7.702676470459244e-65,0.20321447122206893,2.7430417587235565e-45,True,kiscon,kiscon,0.20321447122206893,,5.04635926604868e-44,
apt_idx,unsold_completed,4377,-0.1405611147332444,9.352635138756797e-21,-0.2104879397234714,5.063045198201926e-45,False,land_house,unsold,0.2104879397234714,4.818822540997303e-08,9.243893127020183e-44,1.6401283895143288e-07
yield_midlarge,kiscon_cnt_priv_yoy_pct,4732,-0.1569157265783513,1.814360513627677e-27,-0.20054536703084294,3.9612853084911393e-44,False,commercial,kiscon,0.20054536703084294,0.0,7.1779681153862e-43,0.0
rtms_land_n,kiscon_cnt_indiv,4732,0.20951285824112964,4.328456029713665e-48,0.20030269963573785,5.040194987122852e-44,False,rtms_land,kiscon,0.20030269963573785,0.0,9.064828297735876e-43,0.0
vac_midlarge,capret_midlarge,4732,0.27353656214193506,5.609093420926037e-82,0.19998288901928693,6.920006654230795e-44,True,commercial,commercial,0.19998288901928693,,1.2353493360515714e-42,
yield_midlarge,rtms_land_n_3m,4732,-0.17862478166070384,3.1907746540108114e-35,-0.19863650675543043,2.6124961872785567e-43,False,commercial,rtms_land,0.19863650675543043,0.0,4.6294969201039127e-42,0.0
yield_midlarge,rtms_apt_n_yoy_pct,4732,0.20022453781134011,5.446444528257323e-44,0.1985473741755589,2.851695396317583e-43,False,commercial,rtms_apt,0.1985473741755589,0.0,5.01648606213531e-42,0.0
yield_office,rtms_apt_n_3m,4636,-0.23972386480311791,1.3560551032803207e-61,-0.20046855744789052,3.0933296896649587e-43,False,commercial,rtms_apt,0.20046855744789052,2.220446049250313e-15,5.402119240646776e-42,1.4914323463548562e-14
rtms_apt_n,rtms_apt_med_unit,4731,0.09202127670816289,2.2795705676076875e-10,0.19842655447660537,3.2765405552086284e-43,True,rtms_apt,rtms_apt,0.19842655447660537,,5.6809084446422976e-42,
capret_midlarge,kiscon_amt_pub,4732,0.16068835530591366,9.6838390220385e-29,0.19834853137443526,3.4666977468826315e-43,False,commercial,kiscon,0.19834853137443526,0.0,5.967672549990816e-42,0.0
yield_office,kiscon_cnt_indiv,4636,-0.1828195400490636,3.954891441657321e-36,-0.2003073433544757,3.618320875652606e-43,False,commercial,kiscon,0.2003073433544757,0.0,6.184505893845942e-42,0.0
rtms_land_med_unit,minbid_vs_rtms_all_3m,2842,-0.003460472317593425,0.8537007680179959,-0.2533125796629141,7.4280809636108e-43,False,rtms_land,valuation,0.2533125796629141,0.0,1.260681346640988e-41,0.0
